133.19	0	0	0
133.185	0	0	0
133.18	0	0	0
133.176	0	0	0
133.171	0	0	0
133.166	0	0	0
133.16	0	0	0
133.155	0	0	0
133.15	0	0	0
133.145	0	0	0
133.139	0	0	0
133.134	0	0	0
133.128	0	0	0
133.123	0	0	0
133.118	0	0	0
133.113	0	0	0
133.109	0	0	0
133.105	0	0	0
133.1	0	0	0
133.095	0	0	0
133.09	0	0	0
133.084	0	0	0
133.079	0	0	0
133.074	0	0	0
133.069	0	0	0
133.065	0	0	0
133.061	0	0	0
133.057	0	0	0
133.052	0	0	0
133.047	0	0	0
133.042	0	0	0
133.037	0	0	0
133.033	0	0	0
133.028	0	0	0
133.023	0	0	0
133.018	0	0	0
133.014	0	0	0
133.01	0	0	0
133.005	0	0	0
133.001	0	0	0
132.996	0	0	0
132.991	0	0	0
132.986	0	0	0
132.981	0	0	0
132.977	0	0	0
132.972	0	0	0
132.968	0	0	0
132.965	0	0	0
132.963	0	0	0
132.96	0	0	0
132.957	0	0	0
132.957	0	0	0
132.958	0	0	0
132.957	0	0	0
132.958	0	0	0
132.957	0	0	0
132.956	0	0	0
132.953	0	0	0
132.95	0	0	0
132.948	0	0	0
132.945	0	0	0
132.941	0	0	0
132.937	0	0	0
132.933	0	0	0
132.93	0	0	0
132.926	0	0	0
132.923	0	0	0
132.919	0	0	0
132.915	0	0	0
132.91	0	0	0
132.904	0	0	0
132.899	0	0	0
132.893	0	0	0
132.887	0	0	0
132.881	0	0	0
132.875	0	0	0
132.871	0	0	0
132.869	0	0	0
132.866	0	0	0
132.863	0	0	0
132.859	0	0	0
132.855	0	0	0
132.852	0	0	0
132.848	0	0	0
132.845	0	0	0
132.841	0	0	0
132.837	0	0	0
132.842	0	0	0
132.86	0	0	0
132.879	0	0	0
132.897	0	0	0
132.921	0	0	0
132.939	0	0	0
132.953	0	0	0
132.967	0	0	0
132.982	0	0	0
132.997	0	0	0
133.009	0	0	0
133.019	0	0	0
133.029	0	0	0
133.037	0	0	0
133.044	0	0	0
133.05	0	0	0
133.056	0	0	0
133.062	0	0	0
133.068	0	0	0
133.074	0	0	0
133.081	0	0	0
133.087	0	0	0
133.093	0	0	0
133.1	0	0	0
133.104	0	0	0
133.11	0	0	0
133.116	0	0	0
133.121	0	0	0
133.126	0	0	0
133.13	0	0	0
133.134	0	0	0
133.137	0	0	0
133.141	0	0	0
133.144	0	0	0
133.148	0	0	0
133.154	0	0	0
133.162	0	0	0
133.167	0	0	0
133.172	0	0	0
133.176	0	0	0
133.179	0	0	0
133.181	0	0	0
133.185	0	0	0
133.189	0	0	0
133.192	0	0	0
133.194	0	0	0
133.194	0	0	0
133.194	0	0	0
133.193	0	0	0
133.192	0	0	0
133.191	0	0	0
133.189	0	0	0
133.186	0	0	0
133.184	0	0	0
133.181	0	0	0
133.178	0	0	0
133.175	0	0	0
133.172	0	0	0
133.168	0	0	0
133.163	0	0	0
133.158	0	0	0
133.153	0	0	0
